COMPLIANCE REPORT - FORENSIC AUDIT & REPLICATION
Date: 2026-04-08 20:43:50
--------------------------------------------------

FILE: financialauditor-part1.html
L950: c7a6fce3c44ff9d6caf786243464d0ae9ed3c6c9c692038a073b8fa169c98c2b
L951: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L952: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L953: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L954: 4c57a8afdb03336819aa7e8106a07d6dbee031a2aa824d0f875a60693de0a5a3
L955: 195fde57a5eb9165a3ce219935c08000ba789afe699315fe9188cf6890cfbad2
L956: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L957: add2a06aacaba90b9d4d46ce08880ffd7d85e1c803b38e197def3baf4e61f8cd
L958: ef02e82edc12d0b6dfa45e7e15555f9ab7f332ee1bbba51e50b56ac72d90c55c
L959: 041aac930a4684517a0756447bd052b0cb7e29baeebd353d93f3c81a7481f97b
L960: dd4dbabc077ff7d4632fa5133fcdee570cdaa4436ce8cdd6eb8d0619d3fdfae2
L961: 900c9b8ae69124e3251b3ded8040abb6f8fe43fac06e258587fc61d41bb0050a
L962: 8ea1a2e7a613f08011f6c540674183dba8dfdd0980f23f4aced9b6b14ef33622
L963: c2d47b71f18562dd1a45646afb2f0dbd1067a9ddbc16f318bd65a0c49050caf9
L964: 679be2200bc1022eb1450d8065a6b34538613892fc22f7bd40493f7dca734293
L965: 60e971a471d15667bbddb6f7d8026deded425f12c74a4a5b88c2d81e24b898f4
L966: dc4e3ffe92beadca84682559d71c9582447edc75e705344eed8e15e7bf59fdf9
L967: b8acb312cf2e1a0951eaa061d88b09ec64cc1293a3253078278ec0c43bdde167
L968: 62855e17c274e20a6ce42e3db2e2d900950a9dfe9e59363feee493421572bbcb
L969: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L970: ddd1f4a1eedcc004fcbe87f543cea55fe6c964c20ff0670544f533163f1983b8
L971: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L972: dc4e3ffe92beadca84682559d71c9582447edc75e705344eed8e15e7bf59fdf9
L973: b8acb312cf2e1a0951eaa061d88b09ec64cc1293a3253078278ec0c43bdde167
L974: 62855e17c274e20a6ce42e3db2e2d900950a9dfe9e59363feee493421572bbcb
L975: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L976: 636b6acc7d822283ab246ac4a5e8a196a5f5528d53ec2c6a5007069857180e5b
L977: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L978: dc4e3ffe92beadca84682559d71c9582447edc75e705344eed8e15e7bf59fdf9
L979: b8acb312cf2e1a0951eaa061d88b09ec64cc1293a3253078278ec0c43bdde167
L980: 62855e17c274e20a6ce42e3db2e2d900950a9dfe9e59363feee493421572bbcb
L981: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L982: 0cae23c31fa1078beefdc3cbbd4743227c1c42bb84e71dcb8a013759e3b8fc07
L983: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L984: dc4e3ffe92beadca84682559d71c9582447edc75e705344eed8e15e7bf59fdf9
L985: b8acb312cf2e1a0951eaa061d88b09ec64cc1293a3253078278ec0c43bdde167
L986: 62855e17c274e20a6ce42e3db2e2d900950a9dfe9e59363feee493421572bbcb
L987: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L988: 48f9b3b7dd1cce801190267c42b50a2976c98ce15f47cdb4b35569bc8bdc77a2
L989: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L990: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L991: fd4daa0ec6fd5fd4aec842bcad6bd76adebb0bc5f533dde52f340af0bbadd60f
L992: a3c3651edeb5b8dd5cc4e30119efc3a74a8600576d13c981e0b8d1b6402b884e
L993: 2e6d92dc62e1c805c3607324e3a905d26e7e859398b30d6c3da4ed49daf605e1
L994: 65c68da902cfa5cb9e03e3ea59a6f11f9c154a7b8fdc4a1530ecb80f13c4dc2d
L995: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L996: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L997: ca3a8f0be66d2756c68ba76392f81d8868cdc5df3bccb85e0af4756af192a7eb
L998: 6121df57a4078f1405a1b47666dc1e9b1eaa64922e90502eb8fa4c44926e0915
L999: 975b0bd1bf0b3e4c38f5620d2d379bb9971213f78ed27fc3c68892b3470912d2
L1000: 50ffccda768bc3376e810d380a76c93e28f2bbf9e5b97794116e0579e38004a3
L1001: 3710866f0d9e6cf5118040afac4c1a7211bb29ce3ccd5a09b1619a5f3c593c34
L1002: af4962bef78d05612088042a5a6418476a82cb88634bd2c4da6d617eb993098c
L1003: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L1004: a6c617b207a4e99e84e22a97a44da8c227f915806785a8e7729d04019073e1a8
L1005: 566e58fe17297b14fbbf5494027bde47d0792af393619ffdae80c5da43ed6698
L1006: da4e2a7d1e849afc76b7077ae6e8aa662496a2f634b9f6839b9ddabe6a29f6cd
L1007: 442d560682d646abbb8d188c22cad66e77d94631ff82bcf71c3d693f5c60f586
L1008: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L1009: 566e58fe17297b14fbbf5494027bde47d0792af393619ffdae80c5da43ed6698
L1010: 4b18bb259c15f24079cdbf6038375948ab7a4b3b8b8228cda07639a63561e8cc
L1011: 378d0de770ef8b2a71e025537b7aef7fdd0c21ebd22e2688206d271e7c0849db
L1012: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L1013: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L1014: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1015: 982249f835ff3b305ab8fb251e31fc3587bee55cd5c1e04b31449f55375cdf8a
L1016: ccad9f720f482e39bc88e72c067e34919905cfc335fa192e4cbdfb7be106400e
L1017: 42320a3025dec550021d8a6afefa74f4731f6683e058d55ba77f2d46b2f2e5af
L1018: f95e31facff5f7313a5e6cb778a02f950b7300f92c0de23879207aff1faf4ceb
L1019: fac32c0f3c467105eb8d68ab866dc295e66ea23fe108fce78f416a9f9140e4cf
L1020: f79552ae49d307759fda8fc4f3577dd81e87c64114b60cd48f11bd6ca8bbe040
L1021: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L1022: f95e31facff5f7313a5e6cb778a02f950b7300f92c0de23879207aff1faf4ceb
L1023: fac32c0f3c467105eb8d68ab866dc295e66ea23fe108fce78f416a9f9140e4cf
L1024: 93ff521341b9506536222e812f8dc42a3bfbc0901c5faed01fb4c5767a3a088e
L1025: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L1026: f95e31facff5f7313a5e6cb778a02f950b7300f92c0de23879207aff1faf4ceb
L1027: fac32c0f3c467105eb8d68ab866dc295e66ea23fe108fce78f416a9f9140e4cf
L1028: aa9edae0e5370123a632d4b651fa73a728ec85e1e45093c2f366838c81b16f4d
L1029: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L1030: f95e31facff5f7313a5e6cb778a02f950b7300f92c0de23879207aff1faf4ceb
L1031: fac32c0f3c467105eb8d68ab866dc295e66ea23fe108fce78f416a9f9140e4cf
L1032: ff16916beb354a6f9a42cb91387e28349edfdc1822ec67157125886d04d9afff
L1033: df1f9fa56d55e21212695794f5beb88017d129f986adaae74bed63e77a78ed17
L1034: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L1035: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1036: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1037: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L1038: 4c57a8afdb03336819aa7e8106a07d6dbee031a2aa824d0f875a60693de0a5a3
L1039: 195fde57a5eb9165a3ce219935c08000ba789afe699315fe9188cf6890cfbad2
L1040: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1041: 39e710950796c743aa6aa0ddcae5e3a1ee6a2edf8e989f695069499ee601c8e6
L1042: 23c87a72a6108f89e398427cc5a987c4e1dee83d292b03fb0eb547d7820ee44a
L1043: 041aac930a4684517a0756447bd052b0cb7e29baeebd353d93f3c81a7481f97b
L1044: 5c5ebf5826429362dc08f3573f597b504dbeea2712551d91b42e7c7ff3b07b24
L1045: 2354c9b6f9648337ec390dbc07c135941b1e0e7f75a2019e48c92b3f0a4cd315
L1046: dd26540cf8d7960e66ef924374312081d6da511d42e1b4a98c5e373993fbf8ca
L1047: c0a2c3774e65068d9d4b99cf8d6a35dffa5bbcca0717e078795eceec579a9560
L1048: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L1049: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1050: a86705322e07b23b22d993a51c043f91381ec8e922c5cc780f86628ad0879b20
L1051: d58bda6d256541c1b49fc7f381d0d454ee5fd4369b307699dee11ddeb8eb8632
L1052: 1ac167d9fc0b875922a1f32a31f04f500957a2987e117c5f7e2d12bcbbc77fdc
L1053: 15532056f793151620f37a8649af5d847bd8d420b8822d576b7c921f4740bcad
L1054: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1055: 54c8b1b910bbe005e266748ead95bd364816f83aa5bd3d060ee5017afd195f79
L1056: 3601d22798780bf748b9964027ad87e8285e2feaa3daed48ed31cc4376bba48a
L1057: 94f22dd7bb1ee3a27522e40de56802f7b7322c57513a408fc82f8702990b794b
L1058: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1059: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1060: d58bda6d256541c1b49fc7f381d0d454ee5fd4369b307699dee11ddeb8eb8632
L1061: 09e8dc3857565777156f5ea4fabce01b2afae34eab4495eb35c09cbe356e4e66
L1062: 0bdc77d68d0fbb1c0e27baaf1e3b3b00a267ea764df223a6586b88988971b5b3
L1063: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1064: 202787694a72399c8f9eef01f4a7474fa2a5844c28ce817913ee8a5f33f27320
L1065: 339013ce812cdb8914502a654728c14eb2f27813ae409b71b5f151ade47f17ef
L1066: 01ab2e1842108c4dbd54301a917ccc44ade2f8de775909de51c1267462ab2a09
L1067: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1068: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1069: d58bda6d256541c1b49fc7f381d0d454ee5fd4369b307699dee11ddeb8eb8632
L1070: e51b1d2212ce13b98d9fb9986168c80752ab10d95b3845392faf532b0fe0e178
L1071: 2371bb8629a49f8aa0ec42b6869b59e3e8f54d150cfc5d3e19bd38fd3eccf03c
L1072: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1073: cc8a9595e7d6da3d4933c87be1de11ee3d5515bb7979e6c48f1989cc8a5e63d1
L1074: bef3c738cb6b3168b364bcef64d2dcd6f3af64f11c047626a08da690cbb7ee2b
L1075: f621ec256cd601b9d96bdb9e23ffac410ed3c87561bbd81aa1c1887fc1926f55
L1076: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1077: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1078: d58bda6d256541c1b49fc7f381d0d454ee5fd4369b307699dee11ddeb8eb8632
L1079: 003bb9bbfeb5214f65462c29d736a62f8c8d74347112a43cde9a50d94a2bdce4
L1080: 9227f22de1f6f3f910f926e59b1cec09d57d09bdf43b9d99429a04def043eecf
L1081: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1082: 8e553671f160415ff2e2596b3a13d46f561fcfe6900d60b7c2c3d18eb10582d7
L1083: 6794504d8e547cdaec81e19b91584ad3c6bc01ae82f27e8f400a675de7270df2
L1084: 6544e065dee08ebad00bc352224f09d74ebdc71b633e0e7af86c6f556bd7503e
L1085: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1086: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L1087: 4c57a8afdb03336819aa7e8106a07d6dbee031a2aa824d0f875a60693de0a5a3
L1088: 195fde57a5eb9165a3ce219935c08000ba789afe699315fe9188cf6890cfbad2
L1089: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1090: ce49d688b67e5a2a99eccc7a246f1d0d50e3e47e54f3027ec26f84ad9606b014
L1091: 6ad94ed21ccd46248c21f386ab996845ae26951f1a321fb933d4e3a180fdb8e0
L1092: 041aac930a4684517a0756447bd052b0cb7e29baeebd353d93f3c81a7481f97b
L1093: 31cc884654fd244b0b1ad22439f16a84bf4bb5fffc187c9fbf1767b396e293e3
L1094: a16f07dd79e745cdf67d9f19a9ae5a70e5323f3a2883491737504489f53c9ed4
L1095: f37e0f2aff1618adbfad8a6da6d73cf81042592fb3f760aaa08d76b50305a7bb
L1096: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L1097: 1ce6c4e718ea32485e5a7f381b2f47a4eb0469b45173cd26606930030e886323
L1098: 5df02250c1dd98dc26c050fee95f19e37f66ef2a22e057be50445e10ba691d8e
L1099: d641825b0fc2f0819c1791ea15797e0381fd49cb1f9082f94fdc60d1dbf5df55
L1100: 737c965ed0da29cf6e098d5817b9d674736929f67abeb2d9374883284393ab5a
L1101: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1102: f7ea7710412b262ee51abe36c9b56f9511c83ba4a0c2605c43be808e6564b63a
L1103: 0a0c1708f96b29ae0ec21065b5290e8ddef52f09c46bf6de98928bfa891741cb
L1104: b8f363b31a633ff996ab0caf4adf6f25ccbf20fbc34caa003c19f9ba6a9a532e
L1105: d66c1910b77ed5e7a4e134c4b4a480775c9ee8fb6387f3952a5dfb9d7c9614c1
L1106: b0548fc650cb529097fb06701f9030c843a49f52f39778d36813c33c87f09af3
L1107: f266533cf4d9caad4664fe20857340de63f13f45066408d15610948d2b2625c0
L1108: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L1109: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1110: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1111: 5df02250c1dd98dc26c050fee95f19e37f66ef2a22e057be50445e10ba691d8e
L1112: d641825b0fc2f0819c1791ea15797e0381fd49cb1f9082f94fdc60d1dbf5df55
L1113: 737c965ed0da29cf6e098d5817b9d674736929f67abeb2d9374883284393ab5a
L1114: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1115: b445b78e55cc5ce7191861b0437da0282f2ffddccf17f748e7b966e4431a3f4e
L1116: 0a0c1708f96b29ae0ec21065b5290e8ddef52f09c46bf6de98928bfa891741cb
L1117: 52972d03c8a1c8937dc51fc38b0f5ba8dc6baaca903e4781b15cda2b0e5bb151
L1118: d66c1910b77ed5e7a4e134c4b4a480775c9ee8fb6387f3952a5dfb9d7c9614c1
L1119: add5291d81f819ab85173600bc163d22736e3ee688055b6022c58c4908a32e9c
L1120: 2cdceb3b4d9cf0fa48654a93da2143f4c24190c651d0e498fb81ebbd10e6fea0
L1121: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L1122: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1123: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1124: 5df02250c1dd98dc26c050fee95f19e37f66ef2a22e057be50445e10ba691d8e
L1125: d641825b0fc2f0819c1791ea15797e0381fd49cb1f9082f94fdc60d1dbf5df55
L1126: 737c965ed0da29cf6e098d5817b9d674736929f67abeb2d9374883284393ab5a
L1127: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1128: 1675f87cbc9d77b01e597ce36dca4755245e809fae712b043e2f83b3d79f298e
L1129: 0a0c1708f96b29ae0ec21065b5290e8ddef52f09c46bf6de98928bfa891741cb
L1130: 180629e4fe3ff3331250fad60511b36cd38687f330ec00365e9d119c01b9b490
L1131: d66c1910b77ed5e7a4e134c4b4a480775c9ee8fb6387f3952a5dfb9d7c9614c1
L1132: d93554c704a14a56042d19d28452f1f7e91caaf268d6ee26e4ac757a0bb3bdf3
L1133: f11f0d47cbcdf652f0c3c59281ccea14361b7c0db105201a187fa4b8c6204739
L1134: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L1135: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1136: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1137: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L1138: 4c57a8afdb03336819aa7e8106a07d6dbee031a2aa824d0f875a60693de0a5a3
L1139: 195fde57a5eb9165a3ce219935c08000ba789afe699315fe9188cf6890cfbad2
L1140: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1141: 9a153a980417def117af7b0f54850e0249b4df306cce678efa0c733035880edd
L1142: 6ec3209a9f7f14daa0fdd5555fd4d58af76e6053e62034f4ab50473914d219bc
L1143: 5b798156cc6fdb2eaed7f3be950e32e09783d23717ba33cb7d884774570525a8
L1144: ce66553c6fc2772f8c45edf9b939516489d3403be5ceaa7ba96badcab4292e00
L1145: 3e8f3ef1ce0922e81f7ec5802e0256ddd37f3fa4d51463c354a816163d790ff1
L1146: cb6e4961907f6ad7997df101e131bcdcc644672deb7cf93eef55db533a99b0d9
L1147: 9c5fb5913fcc5085031dcd5b9345b28b8036e96051ac3cb2f9fc6c256ba5b53b
L1148: b2e3c4cf9ee03016c39b3da56466243bbac473471c6424f97565ca06fc5a3e7e
L1149: f5bcdeb623383fed77ee6419b6c62324f662f34f05c0e5205a78de814c83f146
L1150: d3b27bb5c2b16379ff98594ccca62984a10afb40379cba0da8e30a25072c9600
L1151: b6da13e5edfd3ff20f56c890bd2d030f9d9005aff44b0bf22307c3bbcd70483b
L1152: fe9d4de8e912dc14ce692e5dc3b87b7827732dc9c302cc43cfa7122a734caf50
L1153: d0a266914395544ecd31fe90a3d913bf74cf43f3f10c41e4d898c41f243a1432
L1154: a8af481020bf380f255e284ba47248daf9564ad5fbdc74cd3bf88d345c513249
L1155: 6801fdc47d2e0f552bb8b7d8123411dbc6318b0ea8f882da7bc71934e857c49b
L1156: d01e0ffa9e971e4ad749440b48a8927a9120dd1e1d139bedf1af5b7d1cdb5610
L1157: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L1158: 4c57a8afdb03336819aa7e8106a07d6dbee031a2aa824d0f875a60693de0a5a3
L1159: 195fde57a5eb9165a3ce219935c08000ba789afe699315fe9188cf6890cfbad2
L1160: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1161: 00d38e46623dcb77ec212e345e9a5252ed3fd1922c454bddc9b793305f8cfd24
L1162: a354b4d172fdbb17aa0d9d4568fe489a6152694ed66e26901d835a9a3c2a6769
L1163: 041aac930a4684517a0756447bd052b0cb7e29baeebd353d93f3c81a7481f97b
L1164: 38fc2fe3cec9fb37f378d97eac397daac66ed1b795d6f739a7521d90af0e90d4
L1165: 9fc1f7e500d2375b8730a7ef6d7d83ceb3c514bd7bf088bf3b6c3bf6462f7049
L1166: 9da050973e3e21e14e40b01e4abc7ea775b660665a5b6998d2d2567ba7b5f279
L1167: 5cd30de651e4bbf390d55f35b7c6c089bb1e8ee0d865aa1ceee3550e58eb94cd
L1168: 3da6cd8c80d60a0c273094df20f125d1bfe7a7d0204ce3bef79eb7b75c5010dc
L1169: 18a26ac7ece324a554c6cd541a9b6eadabc9b88ef07f673f95392e3e8cfe4afa
L1170: a4180d547f211b801fb0e5279fb3c2e6d78fcdb56a44f22fb4b3fe37124c9e62
L1171: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1172: 1b43d14f1ad58f8f9d26aae30db6505620865be6bf29d72a60484809745de7c3
L1173: 39581ba32a4f95c34a18dea8a61bdbcac243ba39504e78f5febbfc4f2b0ec529
L1174: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1175: 9fc1f7e500d2375b8730a7ef6d7d83ceb3c514bd7bf088bf3b6c3bf6462f7049
L1176: 65c42e7a4728dd3d7802a586ae11a03b4feecc2281bc7890bddab3364d84c485
L1177: 61a2ace4700afa29c14860b1845c6b50461682753ceb0c1bd45e9832972446ef
L1178: 2b01c4f860a593e20856534ade75cfc18b14471a24efc3ee754aa87980566a2d
L1179: 8a5facbab99e2594736ec9488a85b11b7202e7ea7db55ca17ff9266189a91db6
L1180: 2e0067a61d43f038f5bee32dfe2f6b0161b33d9f59489d30322c1ab7a8ded192
L1181: bce355a80c082864d992826219c90f854560f772539c42f5f5d4966df8ea55ee
L1182: b8cdd07a68fcd0d86bd034255cc24e513373862ce563dd1e35e406aca3b47489
L1183: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1184: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1185: 9fc1f7e500d2375b8730a7ef6d7d83ceb3c514bd7bf088bf3b6c3bf6462f7049
L1186: 4d60eaaedfa05253fbc9101f461e204e30dd4ae10da37e96c6931d2c88413995
L1187: 61a2ace4700afa29c14860b1845c6b50461682753ceb0c1bd45e9832972446ef
L1188: ab9807d9b00d2705f93dd0665d5c43fd4d978afed2bacb6690e0cc6737f9f230
L1189: f4ab4fb6439aac7321da9ef48ba1bf4b210734f32ae7074bf0fe841011e3e445
L1190: c81cd4577d2d4efb870bb4517926465618f3db4fc7569070af2778e0abbead44
L1191: 74a3147b3f87ca07b476a67451a459d8c1248272323713174014409f3a28a13a
L1192: 8c23b61c5a6146292c284f5e6b5992ec0898a10155937cbba100780154a03ce0
L1193: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1194: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1195: 9fc1f7e500d2375b8730a7ef6d7d83ceb3c514bd7bf088bf3b6c3bf6462f7049
L1196: 6af6ecf9f54329bb932a4335a999a65db4d20f0041cb12804a530ff3abe38ab2
L1197: 61a2ace4700afa29c14860b1845c6b50461682753ceb0c1bd45e9832972446ef
L1198: 2ea3ce52d66181d7282ce1a3f26563d69f628512ba1e3b2937c9e3d04683ec03
L1199: b1ef64b259fa7955bdda1136d55d77866067b2c22ba9cae93c9648f42cac12aa
L1200: 7b9882f3ad020ca3d1437c33c11cecfbd3528719f9557df16dffd20193bc21a3
L1201: c5ee18f3428076f420545b8a32e85cf963a43df81b66686fa6384ef821bdc996
L1202: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1203: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1204: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L1205: 9cdfa7d80aae25f65ce1365e8da9a3810616be3cbc883b32e5447ef3b28e1f05
L1206: 98814d592bc2103766a55e3ccd64d2c87073f2ec94c5ba8f29ea896b0456a2c4
L1207: 707ad8dca389e9f2a6f80068b1861813a78b1cf386a4912f2e41da85fb336482
L1208: 7ca15a489ee53793796f31fa0f5fbf6eeca73475f40883ead46bc91e47d00f89
L1209: 27979e89afe6d7d27d7b9dbfe9b043de9d4956ed571926d2c195a7c617ca999b
L1210: 1a83e7e6335209d0bcf34f02e59a35d72028f378c62b542467f710b33a4406a8
L1211: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1212: 7dc8d37d8f9fb3c627639b2506cd6c66f58f02a11047bb736810cee78b249064
L1213: 4c57a8afdb03336819aa7e8106a07d6dbee031a2aa824d0f875a60693de0a5a3
L1214: 688f6256b33f0708a750510ebf711aa8c1cd78356e3c5713cbab7e479588972a
L1215: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1216: 0ba5c0804536b1cba5f703eda0959a89f3f8d849de648b2f1c2a8a6c00f21f37
L1217: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1218: 177fc18d1b2c16bec30070f3886e84eaeda5cc099750e92d30803b829aa9082b
L1219: b1e1ed46d2c736906c5f08b1814ddae647cf0321d6507abec199374cd8e63055
L1220: b4f759f6f54d89afc4b20fc11cb2a9c1626a4bb6ae092f56f97afd8f31b334fd
L1221: b2064163e586e68baecc35f05f06f71739236beb03eead645576120bd9c086c9
L1222: 19b7f2c1284636a6eead087c8b92167ee950b19259a4fe9d0ee0739c82d7bbde
L1223: 57fd4bc0f86b3b72c33eb3930baaff440e67309c73702cde2f831828cd81116c
L1224: 64c6e42564a18ab021b7d040d8c40aecfeb7692b5e0d1bf895365d4e69484ad6
L1225: 050b158f840da285540ed16bb950cf763d2d6bce05f0107d493260fbb438bf11
L1226: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1227: bb0e86335d6b8022fc34e627c11c38c20453fcbb3a48fdc08c9fd6075c2c9a18
L1228: 3c5c67536a778f369c0ca38fb271acd84f2c37f9d6e544715e6a1dd27589c682
L1229: 65c68da902cfa5cb9e03e3ea59a6f11f9c154a7b8fdc4a1530ecb80f13c4dc2d
L1230: d0e339c0d126d133b9e8c101bd0ccbec051933bff73a98087aa45fdb316b7b74
L1231: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
L1232: 2a8c9e48b006832c0ffbd1c14fed8b051ef1e9b808fc147ac69bb64205f7eb7a
L1233: 57fd4bc0f86b3b72c33eb3930baaff440e67309c73702cde2f831828cd81116c
L1234: eef543574810968bce077dc19b6ecb11428350309666660f63e59dd92f725ae0
L1235: 1a56cce99cfcc7a652247cfef99419e5bc49fe23ecb37162e1f3eab96ecabf80
L1236: 9c370fbe57d1d10503c7d54daa245e263e252b0f99413b957c46bd68ab1850ec
L1237: 57fd4bc0f86b3b72c33eb3930baaff440e67309c73702cde2f831828cd81116c
L1238: 927d65f65b7198cff9775d115fd7ba62498259415698543a92f5d3752b98785f
L1239: 80f778750ebbc381d8a4b94066f9f7b9ceecc1d653aa198bae0c496540a1f5f1
L1240: dd5144d40b550c8156cbf24c14c0805b71ad6503c2ea49872134822003d7cd3f
L1241: b3e92df77cecf5419819ed232be9615b9346cb674191b6b8f6c7e99f6b1da8d5
L1242: 345f8a31dca8d03169a1f776ae6ef5cb16be9f56470ed2460ce9dbe381019091
L1243: bcd4f5d21baf6e4dba65c5c1a6ab4774816683712dba7a3a6ff3ab13e81c5f47
